Epoch Time,z
1710348679.1910822,1.6274592611524794
1710348679.1912053,1.6278096040089924
1710348679.1913283,1.6285101572672525
1710348679.1914513,1.629911396238539
1710348679.1915743,1.6306120819515653
1710348679.1916971,1.6320133209228516
1710348679.1918201,1.633764902750651
1710348679.1919432,1.6362170378367105
1710348679.1920662,1.637618276807997
1710348679.1921892,1.6397202014923096
1710348679.1923122,1.6400705443488226
1710348679.1924353,1.6407710976070828
1710348679.1925583,1.641471783320109
1710348679.1926813,1.6411214404635959
1710348679.1928043,1.6418219937218559
1710348679.1929271,1.6435735755496554
1710348679.1930501,1.645675500233968
1710348679.1931732,1.6477774249182806
1710348679.1932962,1.6512804561191134
1710348679.1934192,1.6537327236599393
1710348679.1935422,1.6554843054877386
1710348679.1936653,1.6575860977172852
1710348679.1937883,1.6582867834303114
1710348679.1939113,1.6582867834303114
1710348679.1940343,1.6589873366885715
1710348679.1941571,1.6593376795450845
1710348679.1942801,1.6600383652581108
1710348679.1944032,1.6614396042293973
1710348679.1945262,1.6631910536024306
1710348679.1946492,1.6638917393154569
1710348679.1947722,1.664592425028483
1710348679.1948953,1.66494263543023
1710348679.1950183,1.6638917393154569
1710348679.1951413,1.6638917393154569
1710348679.1952643,1.6631910536024306
1710348679.1953871,1.661089261372884
1710348679.1955101,1.6596880224015977
1710348679.1956332,1.6593376795450845
1710348679.1957562,1.6589873366885715
1710348679.1958792,1.6589873366885715
1710348679.1960022,1.6589873366885715
1710348679.1961253,1.6589873366885715
1710348679.1962483,1.6586369938320584
1710348679.1963713,1.656885544459025
1710348679.1964943,1.6554843054877386
1710348679.1966171,1.653382380803426
1710348679.1967402,1.6519811418321397
1710348679.1968632,1.6509301132626004
1710348679.1969862,1.6505799028608534
1710348679.1971092,1.6509301132626004
1710348679.1972322,1.6505799028608534
1710348679.1973553,1.6505799028608534
1710348679.1974783,1.6505799028608534
1710348679.1976013,1.649178663889567
1710348679.1977243,1.6477774249182806
1710348679.1978471,1.645325157377455
1710348679.1979702,1.6428730222913954
1710348679.1980932,1.6407710976070828
1710348679.1982162,1.63796861966451
1710348679.1983392,1.6372679339514837
1710348679.1984622,1.6358666949801974
1710348679.1985853,1.6351661417219374
