Epoch Time,y
1710538305.3413396,-1.5691864490509033
1710538305.341453,-1.548872258928087
1710538305.3415668,-1.5264566739400227
1710538305.3416803,-1.5012391408284504
1710538305.341794,-1.4749708440568712
1710538305.3419075,-1.448702547285292
1710538305.342021,-1.4227844609154594
1710538305.3421347,-1.3993181122673881
1710538305.3422482,-1.3765521844228108
1710538305.342362,-1.3558877838982475
1710538305.3424754,-1.3327716456519232
1710538305.342589,-1.3082546657986112
1710538305.3427026,-1.2809356053670247
1710538305.342816,-1.2490634123484294
1710538305.3429296,-1.2140389283498128
1710538305.3430433,-1.1765628390842013
1710538305.3431568,-1.138736539416843
1710538305.3432705,-1.1012603839238484
1710538305.343384,-1.065535479121738
1710538305.3434975,-1.0305110613505046
1710538305.3436112,-0.9961871306101481
1710538305.3437247,-0.9615129894680446
1710538305.3438385,-0.9254378742641872
1710538305.343952,-0.8862105343076918
1710538305.3440654,-0.8438309695985582
1710538305.3441792,-0.7997002204259236
1710538305.3442926,-0.7545187738206651
1710538305.3444064,-0.7100377480189005
1710538305.3445199,-0.666957762506273
1710538305.3446333,-0.6252786848280165
1710538305.344747,-0.587452318933275
1710538305.3448606,-0.5499762296676636
1710538305.344974,-0.512850350803799
1710538305.3450878,-0.47362301084730357
1710538305.3452013,-0.4312434792518616
1710538305.345315,-0.38641224304835
1710538305.3454285,-0.34018003278308445
1710538305.345542,-0.2914960847960578
1710538305.3456557,-0.24386290046903822
1710538305.3457692,-0.19868142075008816
1710538305.345883,-0.1552511586083306
1710538305.3459964,-0.11497308810551961
1710538305.3461099,-0.07539550463358562
1710538305.3462236,-0.03511743826998605
1710538305.346337,0.006562887380520502
1710538305.3464508,0.04930102162890964
1710538305.3465643,0.0941410329606798
1710538305.3466778,0.14143322904904684
1710538305.3467915,0.18662355012363857
1710538305.346905,0.23146356145540872
1710538305.3470187,0.273851388030582
1710538305.3471322,0.3130864103635152
1710538305.3472457,0.3509201606114705
1710538305.3473594,0.38840360111660427
1710538305.347473,0.4255367318789164
1710538305.3475864,0.46477175421184963
1710538305.3477,0.5061086350017123
1710538305.3478136,0.5502480268478394
1710538305.3479273,0.5957886907789443
1710538305.3480408,0.6406286689970229
1710538305.3481543,0.6847680277294582
1710538305.348268,0.725754631890191
1710538305.3483815,0.764289034737481
1710538305.3484952,0.7989699310726589
1710538305.3486087,0.8340012364917331
1710538305.3487222,0.8658796548843384
1710538305.348836,0.9016115797890557
1710538305.3489494,0.9380440579520332
1710538305.3490632,0.9755274984571669
1710538305.3491766,1.0123103194766574
1710538305.3492901,1.048742863867018
1710538305.3494039,1.0827231407165527
1710538305.3495173,1.1132003201378715
1710538305.3496308,1.1405246787601047
1710538305.3497446,1.1657472451527913
1710538305.349858,1.1902691258324516
1710538305.3499718,1.2154916922251384
1710538305.3500853,1.242115365134345
1710538305.3501987,1.271891991297404
1710538305.3503125,1.3023691707187228
1710538305.350426,1.3349482748243544
1710538305.3505397,1.3661260075039334
1710538305.3506532,1.3966031869252522
1710538305.3507667,1.4235773351457384
1710538305.3508804,1.449500454796685
1710538305.3509939,1.4733216497633193
1710538305.3511076,1.4978435304429796
1710538305.351221,1.5230660968356662
1710538305.3513346,1.5510911411709256
1710538305.3514483,1.5815683205922444
1710538305.3515618,1.6130963961283364
1710538305.3516755,1.6446246041191948
1710538305.351789,1.6758023367987738
1710538305.3519025,1.70347703827752
1710538305.3520162,1.7279989189571805
1710538305.3521297,1.749017768436008
1710538305.3522432,1.7661829789479573
1710538305.352357,1.7829979790581596
1710538305.3524704,1.7984117401970756
1710538305.3525841,1.8152267403072782
1710538305.3526976,1.8313411871592202
1710538305.352811,1.8488567405276828
1710538305.3529248,1.8639202912648518
1710538305.3530383,1.8782830238342285
1710538305.353152,1.8884421719445121
1710538305.3532655,1.8940471278296576
1710538305.353379,1.8964992629157171
1710538305.3534927,1.8971999486287434
1710538305.3536062,1.8968496057722304
1710538305.35372,1.8971999486287434
1710538305.3538334,1.89930174085829
1710538305.353947,1.9031552473704019
1710538305.3540606,1.9084099928538003
1710538305.3541741,1.9133142630259194
1710538305.3542876,1.9164670838250053
1710538305.3544014,1.9157665305667453
1710538305.3545148,1.9126137097676594
1710538305.3546286,1.9063080681694877
1710538305.354742,1.8971999486287434
1710538305.3548555,1.8891427252027724
1710538305.3549693,1.8793339199490018
1710538305.3550828,1.873378621207343
1710538305.3551965,1.8670729796091714
1710538305.35531,1.8614680237240262
1710538305.3554235,1.8558630678388808
1710538305.3555372,1.8481561872694228
1710538305.3556507,1.8362455897861056
1710538305.3557644,1.8225834104749892
1710538305.3558779,1.8054180675082736
1710538305.3559914,1.787201828426785
1710538305.356105,1.7696861426035562
1710538305.3562186,1.7535718282063801
1710538305.3563323,1.740960545010037
1710538305.3564458,1.7279989189571805
1710538305.3565593,1.7164386643303764
1710538305.356673,1.7038273811340332
1710538305.3567865,1.6894645161098905
1710538305.3569,1.6715986198849149
1710538305.3570137,1.649178663889567
1710538305.3571272,1.6239560974968803
1710538305.357241,1.595931053161621
1710538305.3573544,1.5693073802524142
1710538305.357468,1.541983021630181
1710538305.3575816,1.5171107980940077
1710538305.357695,1.4936398135291205
1710538305.3578088,1.4698186185624864
1710538305.3579223,1.445997291141086
1710538305.3580358,1.4200741714901395
1710538305.3581495,1.3927498128679063
1710538305.358263,1.3626229763031006
1710538305.3583767,1.3303942150539823
1710538305.3584902,1.299216349919637
1710538305.3586037,1.2694397237565782
1710538305.3587174,1.242115365134345
1710538305.358831,1.2168929311964247
1710538305.3589444,1.195173528459337
