,Voltage p2p (V),Magnetic Field p2p (nT),Magnetic Uncertainty (nT)
0,0.14,0.144885588,0.01883933
1,0.28,0.298899372,0.019829882
2,0.44,0.454265996,0.014300572
3,0.58,0.613090393,0.013042129
4,0.72,0.768388451,0.018253897
5,0.88,0.925192042,0.017571264
6,1.02,1.083255782,0.012490265
7,1.16,1.243584651,0.019583156
8,1.3,1.395405774,0.012924556
9,1.46,1.55251956,0.018781172
10,1.6,1.70863653,0.021274829
11,1.74,1.865282694,0.020271585
12,1.9,2.020292425,0.01492239
13,2.02,2.150227752,0.014278758
14,2.16,2.3037935,0.019806685
15,2.3,2.457105919,0.020985378
16,2.44,2.610174109,0.020017758
17,2.6,2.765797444,0.014129838
18,2.74,2.912142142,0.014623833
19,2.88,3.074750184,0.02078912
20,3.02,3.222422791,0.021295365
21,3.18,3.368012569,0.02347613
22,3.32,3.549829834,0.015087732
23,3.46,3.691049517,0.021017454
24,3.6,3.824029828,0.023293091
25,3.74,3.972802974,0.015719205
26,3.9,4.125843345,0.015680459
27,4.04,4.3078778,0.024840739
28,4.18,4.407882475,0.025583314
29,4.32,4.5678615,0.02560093
30,4.46,4.714139645,0.026064927
31,4.62,4.853370361,0.018636079
32,4.76,5.008929352,0.026698561
33,4.9,5.134583104,0.017770698
34,5.04,5.294134536,0.028652529
35,5.2,5.433694268,0.019943503
36,5.34,5.575910388,0.031236286
37,5.48,5.757438149,0.031440575
38,5.62,5.858382992,0.032870191
39,5.76,6.012651551,0.02255625
40,5.92,6.141140855,0.034959377
41,6.06,6.292396063,0.025080691
42,6.2,6.422450349,0.023737561
43,6.34,6.565026136,0.039039962
44,6.5,6.724072699,0.041444994
45,6.64,6.838673337,0.026909489
46,6.78,6.972013614,0.043781246
47,6.92,7.112982279,0.028591598
48,7.06,7.241779245,0.046179691
49,7.22,7.363842497,0.047604655
50,7.36,7.499742255,0.049138806
51,7.5,7.677023949,0.032413723
52,7.64,7.775035778,0.052606821
53,7.78,7.922693425,0.034346882
54,7.94,8.044751602,0.035474898
55,8.08,8.180732092,0.056909177
56,8.22,8.292211298,0.037501275
57,8.36,8.439750241,0.03874384
58,8.52,8.562668883,0.03947435
59,8.66,8.685405118,0.063999868
60,8.8,8.812456758,0.066460031
61,8.94,8.940457238,0.06796976
62,9.08,9.076041038,0.04472726
63,9.24,9.194599865,0.071999939
64,9.38,9.313980968,0.046749532
65,9.52,9.434535993,0.076091424
