Epoch Time,z
1710357274.033604,3.8673578368292914
1710357274.033717,3.8705107900831432
1710357274.0338297,3.8719118965996637
1710357274.0339427,3.873313268025716
1710357274.0340557,3.8747143745422363
1710357274.0341685,3.8757655355665417
1710357274.0342815,3.876115745968289
1710357274.0343945,3.877166642083062
1710357274.0345073,3.8778673277960882
1710357274.0346203,3.8792684343126083
1710357274.0347333,3.880319595336914
1710357274.034846,3.8827715979682074
1710357274.034959,3.884873655107286
1710357274.0350718,3.8869754473368325
1710357274.0351849,3.8869754473368325
1710357274.0352979,3.8883765538533526
1710357274.0354106,3.8883765538533526
1710357274.0355237,3.888727029164632
1710357274.0356367,3.889077239566379
1710357274.0357494,3.889777925279405
1710357274.0358624,3.8911792967054577
1710357274.0359755,3.8932810889350042
1710357274.0360882,3.8946821954515243
1710357274.0362012,3.896433777279324
1710357274.0363142,3.8981853591071234
1710357274.036427,3.8992362552218967
1710357274.03654,3.900287416246202
1710357274.036653,3.9013383123609753
1710357274.0367658,3.902038998074002
1710357274.0368788,3.903089894188775
1710357274.0369918,3.904491000705295
1710357274.0371046,3.906943268246121
1710357274.0372176,3.909045060475667
1710357274.0373306,3.911497328016493
1710357274.0374434,3.9139495955573187
1710357274.0375564,3.915701177385118
1710357274.0376694,3.9178029696146646
1710357274.0377822,3.9178029696146646
1710357274.0378952,3.918853865729438
1710357274.038008,3.919554551442464
1710357274.038121,3.920605447557237
1710357274.038234,3.9213061332702637
1710357274.0383468,3.92340792549981
1710357274.0384598,3.924458821614583
1710357274.0385728,3.926210403442383
1710357274.0386856,3.926911089155409
1710357274.0387986,3.927961985270182
1710357274.0389116,3.9290128813849554
1710357274.0390244,3.9290128813849554
1710357274.0391374,3.9297135670979815
1710357274.0392504,3.9297135670979815
1710357274.0393631,3.9300637774997287
1710357274.0394762,3.930414252811008
1710357274.0395892,3.931114938524034
1710357274.039702,3.9325160450405545
1710357274.039815,3.934267626868354
1710357274.039928,3.934267626868354
1710357274.0400407,3.93496831258138
1710357274.0401537,3.933917416466607
1710357274.0402668,3.9332167307535806
1710357274.0403795,3.9328662554423013
1710357274.0404925,3.9325160450405545
1710357274.0406055,3.9314651489257812
1710357274.0407183,3.9314651489257812
1710357274.0408313,3.9325160450405545
1710357274.040944,3.9328662554423013
1710357274.041057,3.933566941155328
1710357274.0411701,3.9346178372701006
1710357274.041283,3.9346178372701006
1710357274.041396,3.93496831258138
1710357274.041509,3.93496831258138
1710357274.0416217,3.9346178372701006
1710357274.0417347,3.93496831258138
1710357274.0418477,3.9356689982944064
1710357274.0419605,3.9367198944091797
1710357274.0420735,3.9374203152126737
1710357274.0421865,3.9395223723517523
1710357274.0422993,3.9405732684665256
1710357274.0424123,3.941624164581299
1710357274.0425253,3.9430255360073514
1710357274.042638,3.942675060696072
1710357274.042751,3.942324850294325
1710357274.042864,3.942675060696072
1710357274.0429769,3.942324850294325
1710357274.0430899,3.9430255360073514
1710357274.0432029,3.9440764321221247
1710357274.0433156,3.9451273282368975
1710357274.0434287,3.94652869966295
1710357274.0435417,3.9482800165812173
1710357274.0436544,3.949331177605523
1710357274.0437675,3.94968138800727
1710357274.0438802,3.9500315984090166
1710357274.0439932,3.9500315984090166
1710357274.0441062,3.94968138800727
1710357274.044219,3.9500315984090166
1710357274.044332,3.9510827594333224
1710357274.044445,3.9521336555480957
1710357274.0445578,3.9524838659498425
1710357274.0446708,3.9535347620646157
1710357274.0447838,3.9542354477776422
1710357274.0448966,3.955286343892415
1710357274.0450096,3.9556368192036944
1710357274.0451226,3.954585658179389
1710357274.0452354,3.9535347620646157
1710357274.0453484,3.953885237375895
1710357274.0454614,3.9535347620646157
1710357274.0455742,3.953184551662869
1710357274.0456872,3.953885237375895
1710357274.0458002,3.9556368192036944
1710357274.045913,3.9556368192036944
1710357274.046026,3.9563372400071883
1710357274.046139,3.957037925720215
1710357274.0462518,3.9566877153184676
1710357274.0463648,3.9566877153184676
1710357274.0464778,3.955286343892415
1710357274.0465906,3.954585658179389
1710357274.0467036,3.9535347620646157
