,Input Bpp (nT),Measured Bpp (nT),Measured Bpp err (nT)
0,0.0804390475895505,0.0812710195499871,0.0058687360794793
1,0.1645856217189357,0.1620950392869895,0.0279591930309624
2,0.2655615106741979,0.2624631392156609,0.0199680817169181
3,0.3833667144553372,0.3730263481284577,0.0334739080050212
4,0.5011719182364764,0.4850551146063377,0.0342074988851221
5,0.6021478071917387,0.6004589640565436,0.0202350064142903
6,0.7199530109728779,0.7145679367137358,0.0342460941496978
7,0.8209288999281401,0.8290092362923996,0.0346440767292111
8,0.9387341037092795,0.9432182101217838,0.0218664588950321
9,1.0565393074904186,1.059866871170528,0.0371714113108265
10,1.1575151964456811,1.1748448284034256,0.0368689420582973
11,1.2753204002268201,1.2874780283592056,0.0227010182246471
12,1.3931256040079596,1.40219653289126,0.0215681871402688
13,1.4941014929632217,1.5161180961081395,0.0214546807102813
14,1.6119066967443612,1.6305720593385895,0.0212760060968795
15,1.7297119005255002,1.7446079767408045,0.0367554625642369
16,1.8306877894807625,1.8603326062437389,0.0363685164794299
17,1.948492993261902,1.9726402593658885,0.0365400925850466
18,2.049468882217164,2.0865880173086366,0.0363358607785711
19,2.167274085998303,2.1990426933088245,0.0379125212062865
20,2.2850792897794423,2.3103378616780548,0.0226739992243907
21,2.386055178734704,2.426675862717392,0.0382147918330363
22,2.503860382515844,2.537206366425645,0.0391058502583406
23,2.621665586296983,2.6492985712818444,0.037557345964584
24,2.7226414752522454,2.761019456889517,0.0381240588745116
25,2.840446679033384,2.872687095131696,0.0357353421415494
26,2.958251882814524,2.983662786436553,0.0351990749607226
27,3.059227771769786,3.094992051207321,0.0363083656535042
28,3.1770329755509255,3.208216219803252,0.0229400173642572
29,3.2780088645061873,3.316414534631083,0.0384963652680235
30,3.3789847534614497,3.3955187584713094,0.0363057599639258
31,3.4799606424167115,3.4995025391743178,0.0207650399702331
32,3.580936531371974,3.609271594204051,0.0317721683699002
33,3.6987417351531136,3.718835983636508,0.020034278338734
34,3.799717624108376,3.827244871270421,0.0268697753532503
35,3.917522827889515,3.9363907337410087,0.0324562572529224
36,4.018498716844777,4.045353293060084,0.0385942061450584
37,4.136303920625917,4.152527333570832,0.0220300972002374
38,4.254109124407056,4.258531827920674,0.0337439620147845
39,4.355085013362317,4.364092987584053,0.0332559146945117
40,4.4728902171434575,4.467919575798296,0.0317142319257785
41,4.57386610609872,4.575748210391399,0.0185430922603357
42,4.691671309879859,4.68262209934969,0.0339660328087873
43,4.792647198835121,4.780112869592705,0.0339463066934829
44,4.91045240261626,4.888553633884531,0.0375164883822034
45,5.011428291571522,4.995678172590729,0.0498212569636065
46,5.129233495352661,5.092864613920428,0.0343103338552697
47,5.247038699133801,5.203630956172868,0.0458023050419541
48,5.348014588089064,5.294574584428286,0.0491752631241802
49,5.465819791870202,5.400987142267793,0.0220344203198048
50,5.566795680825464,5.502474854239797,0.0349046370346444
51,5.684600884606604,5.606771036567317,0.0195670825094093
52,5.81923540321362,5.709177824717479,0.0327474996095074
53,5.93704060699476,5.806115135690785,0.0317645478553962
54,6.038016495950021,5.903476567126517,0.0199299100898893
55,6.138992384905284,6.00029812107496,0.0197963063345615
56,6.256797588686424,6.099994701694041,0.0322206339282723
57,6.357773477641686,6.193084129555044,0.0345689417247105
58,6.4587493665969475,6.2875973816702535,0.0254634818317846
59,6.576554570378087,6.377752191014568,0.0217609571374629
60,6.677530459333349,6.469262299737523,0.0395893459419768
61,6.778506348288611,6.564176896362221,0.0323011265789261
62,6.879482237243873,6.655786689758224,0.0500692564974089
63,6.997287441025013,6.750950566807136,0.0351235859647252
64,7.098263329980274,6.841747354076984,0.0351324360508416
65,7.199239218935538,6.934154288537875,0.0451621629011456
66,7.317044422716676,7.021226085544566,0.0246305515313375
67,7.418020311671939,7.108272565380052,0.0314428378742703
68,7.518996200627201,7.203566802601463,0.0332281802978589
69,7.63680140440834,7.28584811850883,0.0213913382864335
70,7.737777293363602,7.379890731856863,0.0226859325563572
71,7.8387531823188645,7.46335253440281,0.0219890344185338
72,7.939729071274126,7.549403219005845,0.0317313670790712
73,8.057534275055266,7.641443833422151,0.0773780930655971
74,8.158510164010528,7.726222385645382,0.0320303121193451
75,8.25948605296579,7.810160440219917,0.0450473869515842
76,8.37729125674693,7.894431839097125,0.0338045460523786
77,8.478267145702192,7.979268511912503,0.0207805063976292
78,8.579243034657454,8.057819030112327,0.0660491720301168
79,8.697048238438594,8.142526428119192,0.0298742860985256
80,8.798024127393857,8.226451139324979,0.0318401817568445
81,8.899000016349119,8.315264796421776,0.0219270732848906
82,8.99997590530438,8.39581974510249,0.0232916324960121
83,9.11778110908552,8.478709188669862,0.0445947334857737
84,9.218756998040782,8.554644431778945,0.0220140565011967
85,9.319732886996045,8.624922442572629,0.0531622942367228
86,9.437538090777183,8.713447863023383,0.0215022268184992
87,9.538513979732445,8.793608562171148,0.0345042789190221
88,9.639489868687708,8.866246818683999,0.0228610235069628
89,9.757295072468846,8.959517933757013,0.0618360527194081
90,9.85827096142411,9.026046246383263,0.0338970987235713
91,9.976076165205248,9.103627444300182,0.0257358887572079
92,10.07705205416051,9.17556652607535,0.0333051136905158
93,10.178027943115772,9.25799923378273,0.0782028691698701
94,10.279003832071036,9.328094105614513,0.0298976440301894
95,10.396809035852174,9.407643265901706,0.0337568039579089
96,10.497784924807437,9.474838141191931,0.0325324154266008
97,10.598760813762699,9.546743646012857,0.0315012305701891
98,10.716566017543839,9.61008309779318,0.0273291742923867
99,10.8175419064991,9.663652182362956,0.0182156709478638
